CLOS_YM,JHNT_MBN,JHNT_CTN,JHCR_DE,JHNT_CLOS_DE,FRFT_AFTR_JHNT_REQR_DYCT,JHNT_RQUT_CHNL_SECD,INFO_OTPB_GRAD_CD,MDTN_HOPE_GRD_CD,IDIF_AOFR_YN,EMAIL_RCYN,EMPL_STLE_CD,DSPT_LABR_YN,COMM_WAGE_TYCD,HOPE_WAGE_SM_AMT,AFIV_RDJT_PSBL_YN,HOPE_JSCD1,HOPE_JSCD2,HOPE_JSCD3,HPAR_CD1,HPAR_CD2,HPAR_CD3,CYC1,CARR_MYCT1,CYC2,CARR_MYCT2,CYC3,CARR_MYCT3,ACCR_STCD,ACCR_CD,DRV_PSBL_YN,AGE,SAEIL_CNTC_AGRE_YN,SHRS_IDIF_AOFR_YN,SULC_IDIF_AOFR_YN,IDIF_IQRY_AGRE_YN,DLY_LABR_HOPE_YN,RQAG_HOPE_YN,SHSY_YN,MDTN_HOPE_YN,JHNT_PPOS_CD,SXDS_CD,SMS_RCYN,EMAIL_OTPB_YN,MPNO_OTPB_YN,MAJR_CD1,BFR_WTM6_JHCR_CT,BFR_UEPS_RECP_CT,UEPS_RECP_YN,BFR_EJAP_CT,SFID_WRTN_AFTR_ELPS_DYCT,SFID_IEM_NUM,SFID_LTTR_NUM,BFR_PSIS_ELPS_DYCT,BFR_RLTY_SNSC,BFR_IVTG_SNSC,BFR_ARTY_SNSC,BFR_SCTY_SNSC,BFR_EPTY_SNSC,BFR_CSTP_SNSC,BFR_INTS_CD2,AREA_CD,HPAR_CSCY_SCOR,BFR_OCTR_YN,BFR_OCTR_CT,KECO_CD1,OCTR_HOPE_JSFC_CSCY_SCOR1,OCTR_HOPE_JSFC_CSCY_SCOR2,IPS_IRDS_NMPR,JBHT_NMPR,RCIT_NMPR,JO_DRNG_RATE,AVG_OTIO_MYAV_RMNT_AMT,AVG_HOPE_WAGE_SM_AMT,CRQF_CT,ETL_DT,MAKE_DT,ACQ_180_YN,ACQ_DT,MATCH_L_YN,MATCH_M_YN,MATCH_S_YN,LAST_JSCD,EMPN_DE,LAST_FRFT_DE
21-Mar,7098870997688,2036631540441,2023-08-20,2024-08-03,23,고용24,Y,불필요,Y,N,기간제근로계약,Y,일용,58,Y,737,664,285,12181,27771,11737,40,43,34,47,94,9,중퇴,고등학교,N,68,N,N,Y,Y,Y,Y,Y,N,직업훈련,여,N,N,N,736,92,1,53,97,249,48,76,241,85,88,72,39,70,56,CA,37021,시도 일치,Y,11,6266,소분류 일치,중분류 일치,63,80,79,0.404,95,70,97,2024-05-14 0:06,2021-01-30 12:18,0,2023-08-01 3:57,0,1,1,259,2022-04-30,2022-03-27
20-Oct,4285549618869,1804229466714,2024-06-13,2021-10-12,21,온라인,Y,필요,Y,Y,기간의 정함이 없는 근로계약,N,일용,91,N,377,633,859,28637,32211,31319,100,86,19,50,75,30,재학,4년제 대학,N,2,Y,N,N,N,N,N,Y,Y,구직급여,남,N,Y,Y,943,71,25,79,65,208,42,75,309,93,38,62,91,18,88,CA,49951,시군구 일치,N,42,1202,소분류 일치,대분류 일치,53,43,35,0.247,81,26,78,2024-03-23 18:18,2021-02-22 19:05,1,2020-09-21 18:49,1,0,1,702,2020-10-12,2022-11-16
23-Apr,4866007476989,6465029932442,2023-02-17,2023-10-09,80,오프라인,N,불필요,Y,Y,파견근로계약,Y,일용,88,Y,780,425,530,44081,62519,24747,88,24,70,4,92,92,졸업,고등학교,N,78,Y,Y,N,N,Y,Y,Y,Y,취업알선,남,N,N,Y,934,69,65,6,13,212,81,78,186,2,44,3,75,18,83,IS,98250,시군구 일치,N,21,3169,대분류 일치,중분류 일치,41,91,11,0.579,59,85,77,2021-09-14 5:25,2021-03-13 7:54,0,2024-09-22 16:16,0,1,1,976,2021-06-16,2022-06-23
20-Aug,9911628240122,4012501560519,2020-09-12,2022-10-23,63,오프라인,N,필요,N,Y,기간제근로계약,N,상용,92,Y,809,802,348,48008,81511,22777,51,6,18,91,83,39,중퇴,(2/4년제) 대학,N,95,N,Y,N,N,Y,N,Y,Y,취업알선,남,Y,Y,Y,333,33,100,43,93,254,8,32,230,48,63,99,43,12,83,IS,37866,시도 일치,Y,2,3245,대분류 일치,중분류 일치,69,6,88,0.65,56,77,89,2025-07-24 4:22,2024-02-08 4:22,1,2025-06-10 14:31,0,0,1,500,2024-07-26,2025-04-05
23-May,3837584689282,3372010033519,2022-10-03,2023-09-03,63,고용24,Y,필요,Y,Y,파견근로계약,N,일용,54,Y,211,453,103,78179,72670,71996,96,59,75,18,95,41,재학,4년제 대학,N,88,N,Y,Y,Y,N,Y,Y,Y,구직급여,남,N,Y,N,482,86,34,82,60,203,86,12,227,84,95,38,42,25,73,IS,56519,시군구 일치,Y,27,1284,대분류 일치,중분류 일치,26,96,75,0.934,98,87,77,2020-11-17 9:09,2024-07-13 20:49,1,2025-02-08 12:35,0,0,0,288,2020-09-23,2022-03-15
23-Apr,8413273603722,8595543845021,2020-07-06,2020-08-19,5,온라인,Y,필요,Y,N,기간의 정함이 없는 근로계약,N,일용,12,Y,273,478,645,74075,99656,44917,45,36,90,84,53,25,졸업,고등학교,N,52,N,N,Y,N,Y,Y,Y,Y,취업알선,여,Y,N,Y,603,92,32,62,65,119,82,53,343,9,22,6,94,19,29,IS,64798,시군구 일치,N,39,5200,소분류 일치,대분류 일치,14,60,18,0.606,97,10,17,2025-08-12 8:15,2025-03-01 15:52,0,2021-07-09 5:07,1,1,0,527,2025-02-06,2021-10-16
25-Feb,5973294924032,1985447520022,2022-12-02,2023-12-14,49,고용24,N,필요,Y,Y,파견근로계약,Y,일용,45,N,477,985,276,79093,84295,59788,58,98,18,50,49,54,재학,4년제 대학,N,81,N,N,N,N,Y,Y,N,N,취업알선,남,Y,N,Y,268,58,77,3,59,5,85,44,26,81,20,97,92,8,21,IS,65207,시군구 일치,Y,64,y,소분류 일치,중분류 일치,81,18,34,0.462,53,57,39,2022-11-09 6:57,2022-06-03 4:48,1,2022-03-25 14:26,1,1,1,122,2023-01-20,2024-05-31
22-Oct,2125419957430,2212897418641,2022-10-07,2020-01-30,71,고용24,Y,불필요,Y,Y,기간의 정함이 없는 근로계약,Y,상용,35,N,994,790,800,33894,25636,83351,7,94,43,81,9,93,재학,고등학교,N,48,N,Y,Y,N,N,N,N,N,직업훈련,남,N,N,Y,968,0,28,49,0,247,44,89,178,91,65,96,68,68,40,CA,68879,시군구 일치,Y,9,y,대분류 일치,소분류 일치,36,63,19,0.983,24,29,74,2021-09-12 15:06,2024-01-19 22:16,1,2022-01-25 19:07,1,1,1,971,2022-12-18,2022-05-07
20-Aug,3222845903533,1143317880346,2025-04-22,2024-04-18,20,고용24,N,필요,N,Y,파견근로계약,Y,일용,19,Y,716,964,757,11984,48267,19248,64,12,11,25,37,19,중퇴,(2/4년제) 대학,N,72,Y,N,N,Y,Y,N,N,N,구직급여,남,N,Y,N,481,19,10,54,63,98,81,66,103,72,11,39,32,27,46,CA,75234,시도 일치,N,13,6347,소분류 일치,중분류 일치,44,70,0,0.335,66,94,44,2022-09-20 5:24,2023-01-14 10:49,1,2022-08-15 9:33,1,0,1,678,2022-02-21,2025-03-03
21-Nov,1932047120112,4822763214010,2021-01-14,2025-06-17,8,온라인,Y,불필요,N,N,기간의 정함이 없는 근로계약,N,일용,54,N,323,154,549,57677,57801,76722,36,33,97,58,34,12,중퇴,고등학교,Y,17,N,Y,N,N,Y,Y,N,N,구직급여,남,Y,Y,Y,599,69,61,80,30,365,25,32,72,52,77,58,40,43,46,IS,59176,시도 일치,Y,69,6384,소분류 일치,대분류 일치,54,78,75,0.366,7,55,42,2020-03-06 11:31,2024-12-23 7:45,0,2025-06-04 7:04,0,1,1,215,2023-09-01,2023-06-18
22-Nov,3158228189499,3872925911240,2021-10-05,2020-01-11,41,온라인,N,필요,N,Y,기간의 정함이 없는 근로계약,N,일용,76,Y,469,606,717,36679,73839,47446,54,24,94,87,93,15,중퇴,(2/4년제) 대학,N,22,Y,N,Y,Y,Y,Y,N,Y,직업훈련,여,N,Y,N,392,84,57,9,38,88,34,56,362,4,40,87,80,45,78,IS,44059,시도 일치,Y,100,5213,소분류 일치,대분류 일치,18,48,56,0.704,41,11,71,2021-10-10 20:00,2024-09-12 11:00,0,2022-03-15 2:25,0,1,1,411,2023-04-23,2021-09-13
21-Oct,8876999400091,7298175464413,2020-04-18,2022-06-20,57,고용24,N,필요,Y,N,파견근로계약,Y,일용,43,Y,661,464,528,72129,45062,19706,27,73,77,68,21,13,중퇴,4년제 대학,N,21,Y,N,N,N,N,N,Y,N,구직급여,여,Y,Y,Y,715,30,81,95,5,169,35,10,69,88,72,90,58,66,21,CA,85930,시도 일치,N,34,3072,중분류 일치,중분류 일치,14,91,35,0.881,16,2,23,2023-01-13 8:57,2023-04-30 19:02,1,2021-09-09 8:47,0,1,0,514,2023-03-15,2020-08-20
21-Sep,8281071835419,1284495910235,2023-04-21,2025-05-20,78,오프라인,N,필요,Y,N,파견근로계약,N,상용,74,Y,805,992,685,47597,43820,70448,7,42,73,44,8,0,중퇴,고등학교,Y,27,Y,Y,N,Y,Y,N,N,N,취업알선,여,Y,N,N,623,29,1,48,73,83,67,15,357,64,28,65,97,77,26,IS,15905,시군구 일치,N,35,1459,대분류 일치,소분류 일치,18,30,26,0.382,25,12,62,2022-11-10 2:50,2024-12-20 19:15,1,2024-08-15 17:28,1,0,1,466,2020-10-02,2023-11-10
21-Jun,6189543526727,8405483002305,2023-06-12,2023-06-18,66,오프라인,N,필요,N,Y,기간의 정함이 없는 근로계약,N,일용,50,Y,280,832,651,60183,64752,71136,37,43,23,45,76,36,중퇴,고등학교,N,8,N,Y,Y,Y,Y,N,N,Y,구직급여,남,Y,Y,N,528,61,2,63,90,59,58,81,70,5,100,80,95,86,47,CA,14836,시도 일치,Y,51,,대분류 일치,소분류 일치,57,42,0,0.753,7,39,73,2020-06-15 21:00,2022-05-04 5:56,0,2024-07-01 23:11,0,1,0,132,2020-08-29,2021-03-30
22-Oct,3410477816500,9970264671605,2020-03-26,2021-01-21,92,온라인,N,불필요,N,N,기간제근로계약,Y,상용,11,Y,720,704,776,33544,91681,85703,88,15,33,44,90,46,졸업,(2/4년제) 대학,N,79,N,Y,Y,N,N,N,N,Y,취업알선,남,Y,Y,Y,508,60,86,39,51,149,33,15,41,94,97,40,25,84,21,IS,34797,시군구 일치,N,39,,소분류 일치,중분류 일치,19,5,27,0.598,63,14,87,2024-08-28 12:57,2025-02-16 17:27,0,2023-11-14 2:12,1,0,0,853,2022-07-13,2023-05-24
25-Mar,6891788128987,6436562258795,2023-03-29,2020-10-17,41,온라인,Y,불필요,Y,Y,기간의 정함이 없는 근로계약,N,일용,98,N,458,320,762,77588,60603,20807,96,56,45,19,37,38,중퇴,고등학교,Y,16,Y,Y,Y,Y,N,Y,Y,Y,직업훈련,여,N,N,N,826,3,31,18,79,265,83,26,182,47,78,35,18,73,25,CA,31074,시도 일치,N,38,,중분류 일치,중분류 일치,88,97,5,0.45,35,92,42,2021-08-18 19:08,2022-05-15 14:39,1,2021-01-26 13:20,0,0,1,300,2020-01-03,2025-07-22
25-Jun,6818177920139,6144877042603,2023-03-11,2025-01-20,16,오프라인,Y,불필요,Y,N,기간제근로계약,Y,일용,84,N,403,602,594,38594,88897,78732,56,56,6,13,66,27,재학,(2/4년제) 대학,N,97,N,N,N,Y,Y,N,Y,N,직업훈련,남,N,N,N,953,98,39,58,97,289,17,14,240,57,29,50,90,35,86,CA,35900,시도 일치,Y,69,,중분류 일치,중분류 일치,98,41,60,0.75,12,79,27,2023-02-05 16:12,2023-11-06 22:04,0,2024-06-20 22:05,1,1,0,935,2020-02-10,2022-03-24
24-Feb,6422737855422,9126112232766,2020-04-01,2021-01-26,93,온라인,N,필요,Y,Y,기간제근로계약,N,상용,39,N,955,421,730,31473,27543,83665,36,60,13,49,26,75,졸업,4년제 대학,Y,69,N,Y,Y,Y,Y,Y,Y,N,직업훈련,남,N,N,Y,756,33,34,74,8,326,72,75,29,71,5,53,5,49,89,IS,45601,시군구 일치,N,24,,대분류 일치,대분류 일치,94,25,90,0.963,45,75,89,2020-10-28 13:32,2024-10-02 20:37,0,2025-08-16 10:02,0,0,1,567,2024-07-18,2025-08-31
25-Apr,1080667674305,1613623720855,2020-10-19,2021-08-23,25,고용24,N,불필요,Y,Y,기간의 정함이 없는 근로계약,N,상용,51,N,270,396,121,33301,69472,24939,25,94,36,76,77,65,재학,고등학교,N,45,N,N,Y,Y,Y,N,N,N,구직급여,여,Y,Y,N,897,89,62,34,40,92,8,84,99,79,46,54,82,36,14,CA,34750,시군구 일치,N,0,3970,중분류 일치,소분류 일치,1,81,98,0.36,48,76,89,2025-02-06 6:57,2025-05-15 16:59,1,2024-10-07 22:11,1,0,1,940,2021-12-12,2022-10-07
25-Sep,3665974102927,7417118513613,2021-08-12,2022-12-11,17,온라인,N,필요,N,Y,기간의 정함이 없는 근로계약,N,상용,50,Y,355,207,521,15537,60416,41690,66,80,46,11,76,39,재학,고등학교,N,6,Y,Y,Y,Y,Y,Y,N,Y,직업훈련,여,Y,Y,Y,227,62,50,30,79,243,94,24,73,19,29,79,68,13,41,CA,16562,시군구 일치,N,82,4121,대분류 일치,소분류 일치,20,68,9,0.444,92,91,82,2021-09-16 14:29,2022-08-16 13:32,1,2020-01-03 13:17,0,0,0,361,2021-08-25,2020-09-04
24-May,5051384151893,9272865511432,2020-08-29,2022-11-15,90,고용24,N,필요,N,Y,기간제근로계약,Y,상용,98,Y,300,348,693,49623,37278,36341,52,79,41,34,22,34,중퇴,4년제 대학,N,32,N,N,Y,Y,Y,N,Y,N,직업훈련,여,N,Y,N,303,73,70,84,95,203,19,100,238,12,6,32,3,37,8,CA,84887,시도 일치,Y,34,1823,중분류 일치,소분류 일치,79,96,41,0.203,70,83,51,2022-03-18 4:41,2022-09-20 20:13,0,2025-04-18 21:06,1,1,0,312,2025-04-16,2023-05-12
24-Dec,7584043894402,2131315124222,2021-04-11,2022-11-25,15,고용24,Y,필요,Y,N,기간제근로계약,N,일용,96,N,998,631,552,18012,21771,73824,75,32,90,43,71,67,재학,(2/4년제) 대학,Y,51,Y,Y,Y,Y,Y,Y,Y,Y,직업훈련,남,N,Y,N,323,20,32,64,94,1,62,11,287,47,25,59,96,14,41,CA,44134,시도 일치,N,72,3937,중분류 일치,중분류 일치,7,25,5,0.159,80,54,40,2022-11-14 18:37,2023-07-20 12:03,1,2023-09-11 17:58,0,1,1,992,2023-01-31,2020-07-04
24-Jun,6056040870489,8044121519377,2021-03-07,2021-08-20,99,온라인,N,필요,Y,N,파견근로계약,Y,상용,94,N,240,663,347,64276,96079,60564,94,66,80,97,7,39,중퇴,(2/4년제) 대학,N,56,Y,Y,N,N,Y,Y,Y,N,구직급여,여,Y,N,Y,876,60,76,43,55,204,7,77,336,36,55,29,10,100,15,IS,34721,시도 일치,N,98,3292,대분류 일치,대분류 일치,50,97,73,0.34,15,62,83,2023-07-20 22:02,2021-08-14 20:12,0,2023-06-02 0:10,0,1,1,722,2021-02-02,2021-04-18
22-Aug,4222879701003,4146557845070,2020-11-04,2022-12-14,82,고용24,N,필요,N,Y,기간제근로계약,Y,상용,63,N,879,181,298,59675,64419,19038,2,35,34,56,87,10,재학,(2/4년제) 대학,Y,85,Y,Y,Y,Y,N,N,N,Y,구직급여,남,N,Y,Y,519,7,41,20,85,142,34,97,46,60,70,30,7,65,53,CA,43752,시군구 일치,Y,68,,중분류 일치,중분류 일치,76,26,37,0.556,39,73,40,2020-08-08 6:53,2025-05-16 6:40,0,2023-06-02 14:40,1,1,1,533,2021-03-10,2021-10-16
21-Aug,8264292629358,2484760023918,2022-08-06,2020-08-11,91,고용24,N,필요,Y,Y,파견근로계약,Y,일용,59,N,573,375,440,17467,68847,61813,51,97,97,90,48,90,졸업,고등학교,N,74,Y,N,Y,Y,N,Y,N,N,직업훈련,여,N,Y,Y,411,89,11,12,84,203,85,84,109,39,26,23,80,41,36,CA,49751,시군구 일치,N,10,,중분류 일치,중분류 일치,25,76,83,0.095,34,41,17,2022-10-04 22:35,2023-01-07 14:29,1,2023-03-18 15:15,1,1,1,636,2021-02-22,2021-02-18
25-May,5142565933446,1610124015054,2022-11-30,2023-06-23,38,온라인,N,불필요,Y,Y,파견근로계약,N,일용,90,N,105,658,275,91056,30512,78436,4,25,56,33,49,76,중퇴,고등학교,Y,67,Y,N,Y,Y,N,Y,N,N,구직급여,남,N,Y,Y,305,53,19,27,73,206,77,8,156,71,16,11,4,91,43,IS,31956,시군구 일치,N,5,,중분류 일치,소분류 일치,89,14,79,0.149,78,17,47,2021-01-15 7:40,2024-06-28 15:27,0,2025-05-03 1:28,0,0,0,463,2020-03-22,2024-10-03
22-Dec,5638710463679,9802295186219,2024-10-01,2025-08-29,95,고용24,N,필요,Y,Y,기간제근로계약,Y,일용,12,Y,624,608,569,17906,27002,65458,57,30,36,33,100,21,중퇴,4년제 대학,Y,80,Y,Y,Y,Y,N,N,Y,N,취업알선,남,Y,Y,N,513,21,79,94,45,231,92,31,330,36,73,87,81,61,85,CA,53125,시도 일치,Y,39,,중분류 일치,중분류 일치,80,28,56,0.538,51,90,65,2022-01-27 6:35,2022-06-03 10:24,1,2023-02-02 21:41,0,1,0,402,2024-05-06,2021-04-30
20-Aug,7042531535874,8466508216658,2020-03-31,2024-10-27,70,오프라인,N,필요,Y,N,기간제근로계약,N,일용,46,N,893,350,284,85994,37970,58338,90,43,85,0,3,4,중퇴,(2/4년제) 대학,Y,45,N,N,Y,Y,Y,N,Y,N,구직급여,여,Y,N,N,710,84,48,20,29,219,54,43,145,22,45,90,84,91,56,IS,71574,시도 일치,N,69,5759,소분류 일치,소분류 일치,67,20,37,0.139,94,69,1,2025-09-16 23:51,2024-11-10 12:59,0,2023-04-07 21:54,1,0,1,844,2023-12-21,2020-09-04
24-Aug,3336234470564,7674242455103,2020-06-13,2021-02-19,24,오프라인,N,필요,N,N,파견근로계약,Y,일용,95,Y,483,834,367,26555,37987,40276,76,62,78,54,40,41,중퇴,4년제 대학,N,73,N,N,Y,Y,N,Y,Y,N,취업알선,남,N,N,N,359,97,66,57,100,290,57,26,72,69,81,11,3,13,77,IS,15842,시군구 일치,Y,89,7072,소분류 일치,소분류 일치,10,91,22,0.012,52,91,70,2020-09-11 5:03,2021-12-19 9:19,0,2020-12-01 6:20,1,1,1,126,2022-05-14,2024-10-24
20-May,6013284726652,6429150253387,2022-03-15,2022-08-01,21,오프라인,Y,불필요,N,Y,기간제근로계약,N,상용,91,N,843,987,239,72971,57030,65191,39,75,80,90,100,90,졸업,(2/4년제) 대학,N,43,N,N,N,Y,Y,Y,N,Y,구직급여,남,N,Y,Y,663,71,41,52,33,25,5,26,201,56,31,67,94,8,20,CA,36923,시도 일치,N,76,6613,대분류 일치,대분류 일치,23,22,33,0.538,75,12,93,2023-08-30 2:20,2021-10-17 19:34,0,2022-08-31 14:18,0,1,1,494,2022-09-29,2023-04-27
24-May,1582488337266,3550493079571,2020-03-30,2021-01-03,19,고용24,N,필요,N,Y,기간제근로계약,N,일용,77,N,522,991,858,90212,78882,88630,10,30,51,25,5,91,졸업,(2/4년제) 대학,Y,54,N,N,Y,N,N,N,Y,Y,구직급여,여,Y,N,Y,270,97,74,19,76,205,87,58,71,97,50,52,7,91,1,CA,75286,시도 일치,Y,64,5348,중분류 일치,대분류 일치,76,34,18,0.911,39,7,58,2024-03-18 9:18,2021-03-27 12:03,1,2023-01-14 0:34,0,1,0,104,2022-10-12,2023-06-10
21-Aug,3193954217413,5222393383021,2023-02-21,2020-12-22,79,오프라인,Y,불필요,N,Y,기간의 정함이 없는 근로계약,N,일용,2,N,172,726,438,33416,59474,94122,84,42,94,16,60,84,중퇴,고등학교,Y,95,Y,N,Y,N,N,N,N,N,구직급여,남,Y,Y,Y,162,28,20,98,92,105,16,81,355,99,36,86,27,42,81,CA,77131,시군구 일치,Y,69,1512,대분류 일치,중분류 일치,41,39,31,0.026,49,30,34,2025-09-04 20:04,2025-05-01 4:18,0,2024-01-31 4:23,1,0,1,654,2021-11-13,2023-03-09
23-Apr,7067486508062,2292590570921,2020-01-14,2023-05-16,62,오프라인,N,불필요,Y,N,기간의 정함이 없는 근로계약,Y,일용,89,N,973,563,445,21094,42413,18051,100,42,40,42,30,39,졸업,고등학교,Y,35,Y,N,N,N,Y,N,N,N,구직급여,남,Y,Y,N,441,15,47,38,73,42,60,19,38,84,87,15,45,74,72,CA,70046,시도 일치,Y,32,1489,소분류 일치,소분류 일치,73,32,50,0.805,34,39,0,2020-08-20 22:47,2021-06-17 21:33,0,2020-01-30 16:29,1,0,0,795,2020-05-21,2023-08-18
23-Aug,9674993893432,1403192517039,2025-09-10,2021-01-21,59,오프라인,N,불필요,N,Y,파견근로계약,Y,일용,73,Y,362,711,906,72931,96885,40590,29,62,0,60,97,89,재학,고등학교,N,92,Y,N,N,Y,N,N,Y,Y,직업훈련,여,Y,N,Y,627,43,68,35,46,258,17,65,22,13,59,1,78,37,12,IS,74382,시군구 일치,Y,50,y,소분류 일치,대분류 일치,54,87,42,0.073,60,77,98,2022-11-14 13:58,2022-06-29 22:52,0,2023-01-12 10:22,1,1,0,995,2024-06-20,2022-03-29
24-Nov,4321064801171,7536038601165,2020-11-05,2021-06-12,8,온라인,Y,불필요,Y,Y,파견근로계약,N,상용,6,Y,497,128,843,38656,35073,71681,72,79,7,71,36,45,졸업,고등학교,Y,96,N,N,N,N,Y,Y,N,Y,취업알선,남,N,N,Y,875,28,38,63,67,310,67,45,306,84,1,33,6,29,41,CA,69318,시군구 일치,Y,96,5449,중분류 일치,중분류 일치,66,33,64,0.508,27,41,0,2024-09-25 2:24,2022-09-04 22:24,0,2025-08-11 19:23,0,1,1,753,2021-07-05,2025-04-05
25-Jun,5938814331853,5279298236876,2021-12-02,2024-09-10,40,오프라인,Y,불필요,Y,N,파견근로계약,Y,상용,82,N,970,882,105,31976,56053,16059,19,27,93,95,78,12,중퇴,4년제 대학,Y,73,N,N,Y,N,Y,Y,N,N,직업훈련,여,N,Y,Y,702,12,95,90,16,210,14,59,51,42,9,42,18,6,96,IS,50510,시도 일치,Y,67,5128,중분류 일치,중분류 일치,80,95,0,0.116,4,29,81,2022-10-15 6:13,2024-10-13 23:11,1,2023-09-30 2:37,0,0,0,857,2021-07-20,2023-11-25
24-Nov,5746183471714,9253624228803,2022-09-28,2021-07-07,1,고용24,N,불필요,N,N,기간제근로계약,Y,상용,78,Y,395,372,353,22590,61050,54485,93,31,79,38,82,32,재학,4년제 대학,Y,52,Y,N,N,Y,N,Y,N,N,취업알선,여,Y,Y,N,712,93,56,98,47,278,38,18,309,60,88,99,84,39,88,CA,41586,시도 일치,N,83,y,중분류 일치,중분류 일치,54,38,86,0.996,6,54,61,2020-09-18 8:08,2024-09-11 12:55,1,2024-05-03 21:45,1,0,0,813,2025-06-16,2020-04-21
22-Aug,4192858910804,2705902686452,2023-07-02,2020-07-03,24,온라인,N,필요,N,Y,기간제근로계약,Y,상용,88,N,418,473,848,77012,60260,60793,14,30,71,77,10,72,재학,(2/4년제) 대학,Y,14,N,Y,N,Y,Y,Y,Y,Y,취업알선,남,N,N,N,980,36,37,88,36,298,46,66,134,51,75,95,64,59,38,IS,90748,시군구 일치,N,76,6128,소분류 일치,대분류 일치,16,85,15,0.262,91,33,30,2023-04-01 12:03,2025-08-15 23:49,0,2024-09-30 9:48,0,1,0,683,2024-10-08,2021-04-28
22-Feb,6533663649924,5712468007561,2024-07-28,2021-05-06,85,온라인,N,필요,Y,Y,파견근로계약,Y,상용,86,Y,219,159,531,85320,66513,75252,61,46,90,77,71,63,재학,고등학교,Y,51,Y,N,Y,N,N,N,Y,Y,직업훈련,여,N,Y,Y,762,69,32,49,13,180,97,40,347,7,61,19,71,44,28,CA,62578,시도 일치,Y,49,3906,대분류 일치,중분류 일치,61,76,72,0.369,11,89,92,2022-11-30 23:46,2021-02-13 21:25,0,2022-03-04 4:24,0,0,1,722,2022-07-12,2021-01-24
22-Oct,6299209637495,7087025879100,2021-07-12,2022-07-23,11,오프라인,Y,불필요,N,N,파견근로계약,N,일용,2,Y,846,505,276,96839,70790,14146,56,3,0,61,37,88,중퇴,4년제 대학,Y,90,Y,N,Y,Y,Y,N,N,Y,직업훈련,남,N,N,N,221,80,81,82,3,174,85,52,37,25,49,76,82,52,70,IS,59986,시도 일치,N,80,y,대분류 일치,대분류 일치,17,70,69,0.821,58,86,43,2022-07-28 20:07,2023-08-13 2:13,0,2025-06-30 14:28,1,1,0,938,2023-05-12,2021-12-03
22-Aug,2724403431313,4305296306850,2025-08-31,2022-06-24,20,고용24,N,불필요,Y,Y,기간의 정함이 없는 근로계약,N,상용,66,Y,714,759,456,17626,83735,45151,80,84,77,74,93,15,졸업,(2/4년제) 대학,N,48,Y,N,Y,Y,Y,N,N,Y,취업알선,남,N,Y,Y,374,53,17,30,16,131,90,8,174,1,29,36,18,92,63,IS,23975,시군구 일치,Y,97,9201,소분류 일치,중분류 일치,87,26,6,0.704,72,54,45,2022-04-09 12:17,2021-07-22 5:16,0,2023-04-27 11:36,1,1,0,738,2024-09-01,2022-08-15
21-Dec,1894816491309,4684945187071,2021-05-27,2021-01-14,3,온라인,Y,불필요,Y,Y,기간의 정함이 없는 근로계약,Y,일용,91,N,136,322,435,34249,66163,58590,82,81,36,14,1,92,재학,고등학교,Y,6,N,N,N,Y,N,Y,Y,N,구직급여,남,N,N,N,999,67,9,35,95,202,67,92,361,92,17,18,94,97,22,IS,13715,시군구 일치,N,69,y,중분류 일치,중분류 일치,31,30,71,0.692,97,14,51,2021-09-13 13:47,2024-02-18 2:58,1,2022-10-03 13:09,1,1,0,741,2025-05-24,2022-06-30
21-Sep,4535349601592,9979542979276,2023-04-07,2020-10-16,35,온라인,Y,필요,Y,Y,기간제근로계약,Y,상용,60,N,764,197,388,30612,56345,39787,64,69,41,73,85,76,재학,고등학교,N,71,N,N,N,Y,N,N,Y,Y,구직급여,여,Y,N,N,761,60,72,85,67,206,81,63,65,4,85,60,70,93,24,IS,48483,시도 일치,Y,79,y,중분류 일치,대분류 일치,56,87,26,0.182,24,3,75,2025-07-16 12:57,2024-03-26 4:36,1,2022-05-24 17:33,1,1,0,417,2024-09-24,2021-11-19
21-Dec,3879635920060,2609775123244,2021-09-07,2021-02-27,23,온라인,Y,필요,Y,Y,파견근로계약,N,상용,89,N,178,444,566,54169,98758,67415,55,29,74,77,52,90,중퇴,(2/4년제) 대학,Y,41,Y,Y,Y,N,N,N,Y,Y,구직급여,여,Y,Y,N,558,31,84,18,15,152,60,63,170,13,48,31,33,55,67,CA,49361,시군구 일치,N,61,y,소분류 일치,대분류 일치,69,59,77,0.218,80,86,38,2020-03-11 1:42,2025-04-06 19:04,0,2023-03-31 14:03,1,0,0,694,2025-02-08,2025-09-10
24-Aug,5558042385201,3395209173595,2023-12-09,2022-02-10,91,오프라인,Y,불필요,Y,N,기간제근로계약,N,상용,88,Y,827,145,618,74634,32643,24437,96,34,5,49,34,73,재학,(2/4년제) 대학,Y,30,Y,N,Y,Y,Y,Y,Y,Y,직업훈련,여,N,Y,Y,722,56,56,46,2,49,66,64,287,29,59,77,54,95,53,IS,48099,시군구 일치,N,32,y,대분류 일치,중분류 일치,85,45,42,0.798,65,65,62,2020-09-16 1:42,2021-11-11 19:22,1,2025-08-17 10:02,1,0,1,963,2020-05-22,2022-05-29
